Transaction Amount,Source account age,Target account age,Transaction Time,Location Consistency,Device Consistency,Number of Previous Transactions,Label
142.87205608031883,41,24,12.120213493824144,1.0,1.0,23,0
367.4760488659144,57,34,9.205932067031554,0.873704456557009,0.28805308852075556,15,0
238.06561739459207,53,17,18.148890197126907,0.7515273756370354,0.75020575184528,23,0
223.53806253639067,54,22,8.421466350335873,0.6280910639917403,0.7596191725965702,23,0
286.17765568628613,40,42,18.990707312677422,0.9157258547494015,0.566221489764243,19,0
1028.187732654838,52,69,7.553617066421356,0.6106136662270805,0.8875829591629112,23,0
295.9999914107033,46,20,9.412224319437689,0.38458955734946293,0.6718320321423081,24,1
542.271986065743,45,25,24.77621627023879,1.0,1.0,20,0
165.6047986042358,57,40,6.260510149196726,0.40491003623300004,0.6193657387847764,16,0
255.24475837350977,44,32,1.6678538010056432,0.8491109620579655,1.0,21,0
198.28879757476477,39,22,13.106816621898677,0.5670301616092785,0.5930710215610042,12,0
149.19395793686112,55,17,4.877399513119589,0.8401537744652184,0.764916324038567,25,0
850.6067836347249,53,69,9.055453494376813,0.6723874922659889,1.0,15,0
131.28816273559042,41,30,11.068439803824429,0.7246038458503034,0.6308609198619665,16,0
145.68706751982418,56,11,4.889164640238593,0.680824647339894,0.6881722625240785,22,0
174.97927553127676,39,16,15.558533254739876,0.9851501824508879,0.7077669104161556,14,1
736.0625412097477,48,45,10.890452773884311,0.6151039943621981,1.0,27,0
682.6688565596852,53,30,2.5778215167153444,1.0,0.9982391121349442,17,0
11.776097206564174,56,67,0.0,0.5937562182326526,0.4866187956291183,19,0
148.1678936076965,47,31,8.919055556301327,0.9708880117054773,1.0,21,0
810.255730866338,27,17,6.097611691501028,0.15055779877844844,0.7487208088929322,3,1
328.5907178856139,61,29,10.135684142693341,0.640692752402829,0.27832095172261456,23,0
332.13838228254986,40,17,10.956043948862659,0.5617336158585242,1.0,14,0
81.82102465330685,43,57,4.035671710954743,0.9234566021010662,0.5268921955513841,21,0
225.71075374564325,42,23,0.0,0.5835729477177132,0.2623301774796673,14,0
104.06008729434683,45,19,11.155854861602553,1.0,0.8072098077926377,14,0
167.8413229010647,43,46,13.923863385382393,0.9940444327007578,0.7083076005302127,12,0
135.41510601446106,45,65,13.156397785577587,0.6601027958102464,0.7109354836918105,14,0
817.6512059654785,59,60,16.828295000210346,1.0,1.0,20,0
251.80885452485262,41,-3,4.531706258640089,0.6328429342630195,0.7447601086671787,24,0
133.94973453037775,39,15,24.30039176645736,0.9106287183176459,0.8529269843596229,26,0
172.64269538023456,50,33,5.866240993479554,0.3803694225852183,0.7103744481393902,30,0
746.2776094180055,36,18,11.575755027194717,0.6315850181172585,0.733450493505551,9,1
185.811969903102,40,31,13.336769068153078,0.7695517370906777,0.6700423394338313,15,0
118.99165034520689,54,35,14.962878198308982,0.7253044034538899,0.6061762766942761,16,0
99.65355515283031,44,8,5.764011358886287,1.0,1.0,12,0
225.40617277925082,41,7,9.054939217593661,0.9571500524999035,0.6723962135347193,28,0
197.32551828310412,43,5,20.292566173839248,0.9990273891458171,0.9384625236714885,20,0
318.64129520757535,49,55,6.442980645986649,0.6960232307334697,1.0,20,0
87.14972799948517,52,25,11.773499125716825,0.8718034126179034,0.8062753656182288,17,0
791.006585497561,68,36,6.064636082609551,1.0,0.2588690358178909,24,0
716.881202171228,49,22,9.315425363769794,0.9248380038785876,0.4773173214044453,21,0
1075.59389668631,53,25,9.170360149290312,0.9320892611784382,0.6131912952874113,23,1
125.74588356642751,44,10,3.3265341058614126,0.6288818974884529,0.7318121399632297,25,0
1085.0052503781549,60,37,13.055348502194857,0.868642847060855,0.8407423653398096,28,0
325.05991755402766,47,34,5.301890402457062,0.7262998308562353,0.4943749804048473,16,0
209.31599920038298,48,23,10.561606220607663,0.9538920424092554,0.08215560818337242,27,0
341.97377924521345,50,22,8.977606277440774,0.9965938882168647,0.9229183097905582,24,0
821.5531972185292,62,41,12.830012519133945,0.9130555695843231,0.16570554851638164,22,0
279.8824446684529,53,2,10.304795248807585,0.8764692361117823,0.9883590867952705,22,0
142.98753625495647,60,32,22.45026489569213,0.6268453082323303,1.0,17,0
226.24346373218708,62,8,1.0236787304397978,0.961211733830904,0.8029425925584851,16,0
876.8415789708599,37,25,13.131860129974196,0.8934893490479594,0.2716235330983824,33,0
39.10480897716943,39,29,8.996316869665355,0.8214026956037702,0.09569697109919595,31,0
297.7266399878544,61,43,6.995142716677046,0.8509447070088697,0.9793593451760542,23,0
882.2433117229557,60,62,9.004860503788489,0.6467471340261042,1.0,14,0
271.3540008960873,44,38,10.579018010870476,0.7235199025757946,0.6770739161408844,13,0
470.2082310894182,62,23,21.159411159385098,1.0,0.7092015475185034,26,0
289.17013093027936,46,10,12.201839615301134,0.415061878440836,0.0,13,0
168.67534383226968,59,14,18.238041580926048,1.0,0.8517391736030216,16,0
754.2356907080004,58,36,7.133588486715844,0.7303568722317877,0.9657090424142525,34,0
241.86601512637168,54,41,6.587025870919201,0.8711088829086058,1.0,29,0
1298.9412733526112,42,22,6.647258304530053,0.8492986627524338,0.7236930243124654,15,1
158.2801542157623,52,26,8.66413758428823,1.0,0.2043678035349598,32,0
292.47104708511563,40,23,16.07709393093642,0.6059871075336802,0.724937253782086,20,1
225.10412029372256,44,47,17.870039922404295,1.0,0.3919755601138663,17,0
170.59357406554656,42,19,13.029193694434584,1.0,0.6399368075250382,20,0
203.03713959958552,53,56,17.421276692403982,0.3740171474258948,0.8116789208377295,12,0
246.71218635444674,51,38,2.8856482592897272,0.9342388792621098,1.0,17,0
713.9533273945215,60,58,3.251586691972909,0.6542070608034968,1.0,19,0
285.6757431061033,54,14,13.24393569487817,0.7980234235852494,0.5654138379654647,28,0
252.26613462420457,52,16,10.680277313457264,1.0,0.8772937247922047,12,0
195.6783678545245,57,56,11.831158318421393,0.7851553419635882,0.20623832741217596,17,0
1031.695849707762,48,41,22.106148655767555,1.0,0.4682615580049654,19,0
198.4010837009766,46,44,20.82706743635721,0.8664693914833719,0.7027503285329351,17,0
597.1491577603122,58,26,14.00881582159442,1.0,1.0,24,0
316.2338895984627,60,24,13.836074290854029,0.8133293285431447,1.0,22,0
215.26604553705783,40,41,10.07694434287003,0.7677061732255306,0.469052648706477,23,0
714.7262890824152,56,38,12.397596624142368,1.0,0.9083523638983555,25,0
240.37063912424622,48,38,10.16920142621072,0.41877725727566906,0.750771806659066,15,0
1167.999484359107,48,13,11.687177913079887,1.0,0.7735115665024148,27,0
180.1067348780257,47,46,19.843517381002375,0.8385872483166668,1.0,25,0
81.69117110896264,53,27,4.06197729507226,0.6431270101310949,0.8502947657541721,21,0
216.38927661283242,48,34,11.457906420607001,0.6351904504747619,0.61011315482472,29,0
811.5114190269354,58,40,1.1861275086401761,0.6085975227230134,0.700279364611138,18,0
107.42970673604516,48,47,15.47601748723535,1.0,0.717102133046729,24,0
157.1893066795617,56,63,18.784195240087552,0.7569204741821376,0.9642220969892836,21,0
1050.377437946089,57,34,20.103668634616557,1.0,0.30156954860208585,29,0
253.47560059263617,46,3,16.258120063842924,0.6238814375731134,0.2496703912532568,21,0
189.67309198118764,58,62,1.5670459763750646,0.42096212576115966,0.38528074577195814,18,0
248.02895330171415,48,30,21.219893994957058,0.848851644951136,0.6479267174588702,23,0
677.1028854191238,29,21,9.825758562943394,0.5211513285209218,0.4463842223859883,15,1
215.64777874167578,52,8,1.9228168747230718,0.8903162004891436,0.6237197718994459,16,0
311.15147971163685,65,34,4.064443339695634,1.0,0.9595799656479089,16,0
230.6260968223665,33,19,8.831609773773248,1.0,0.39551372901902115,14,0
220.90431484276996,34,28,21.046148912273964,0.3328629045081142,0.7305761812481094,21,0
633.5644995068901,61,52,8.501998914107432,0.9305357674321763,0.8552737283908062,17,0
729.4366291006633,29,41,28.55004143340227,1.0,1.0,25,0
296.2304818747823,52,57,13.458730879317347,0.9872118702657365,0.38780523776508746,16,0
220.4121154450611,45,24,10.026606328685002,0.7661618701498537,0.5365868904644444,13,0
356.3327503978642,41,22,9.05795141692461,0.5637552574864555,1.0,18,0
52.65987314200649,55,19,14.464105521282107,0.6139977907530003,0.25160141454084334,17,0
211.58329953207584,43,39,13.01298868380395,1.0,0.6222080941528658,9,0
197.72826934429284,46,27,12.10559861969344,0.9394363494665028,0.430741827731623,8,0
233.76788638804385,56,33,10.626927297099904,0.42244216549972347,1.0,24,0
166.02191359377886,52,41,14.780735685785277,1.0,1.0,20,0
61.77653038375229,57,17,18.864054042648227,0.674310940301092,0.0,31,0
150.0498382483406,52,23,15.487576248698618,0.8023716041752322,1.0,25,0
860.9476096451323,74,46,13.702818360772785,1.0,0.6375898259798176,21,0
945.5219494457681,65,30,15.036018811043181,0.8007523799260602,1.0,12,0
191.67143697402759,49,28,9.384910981273958,0.8515288426519876,0.8759216871362806,21,1
233.1121432442565,42,37,7.76691897717218,0.8170076996851043,0.8944940573323402,21,0
994.6218641596193,59,50,25.316113651048557,0.7970135049027776,0.5567476110259151,33,0
153.40985453135514,46,28,6.2677667802055534,0.5751762564892406,0.8744819796853623,16,0
156.43673180065366,42,41,12.614464285450556,0.772074871783883,0.15534973630448945,18,0
329.5855117128712,53,4,11.890656819660746,0.4132912505706692,0.3111656593523304,23,0
1147.8836926373797,64,49,22.362632035414617,0.750600221189102,0.33778593399914203,34,0
1284.673354731197,40,36,26.186771397195315,1.0,1.0,39,0
203.97869390367026,42,37,2.7031150189638495,0.811921378204792,0.8024222020582723,13,0
196.5980502948844,42,48,13.710177832987085,1.0,0.7532434492488386,23,0
161.8588750745339,47,28,15.88174347321656,0.3819836903601778,0.9459458747571519,19,0
1015.3303135219517,41,34,14.400794602471379,1.0,0.9416758028366375,25,0
669.7258636506263,64,34,16.49611144265547,1.0,0.5917383976065982,15,0
92.84051453504522,43,0,4.424170134665119,0.6034494543450001,1.0,21,0
270.39238126820055,46,37,11.95841877976572,1.0,0.5772880631905194,17,1
266.58096022627427,55,35,11.368717853400927,0.6404255270034437,0.9794891606667306,23,0
170.33426586038337,33,64,10.112219831029094,0.9117580483091039,1.0,21,0
766.2627871173988,51,56,10.9312742939649,0.6689170643809863,0.7797981777730499,17,0
293.0554579746244,30,34,3.7899887079960557,0.9472923348800832,0.8427343771471241,15,0
225.74101613074998,44,17,12.03902693577776,1.0,1.0,14,0
795.1534497751641,55,26,6.952294250324902,0.76477479157458,1.0,18,0
172.40331523439733,43,26,14.171002360683714,1.0,0.9295365314964649,11,0
849.549357725686,47,52,10.756505222058745,0.5704118094228036,0.821778029480539,27,0
271.3008365721219,61,20,6.546086830796254,1.0,1.0,16,0
209.45730932542546,57,3,22.318855676709028,0.5193974704032343,0.5734167872664757,21,0
154.47650588005928,52,16,10.470294289942991,0.5481813188032949,0.48372393853024814,17,0
274.8651520675505,47,38,16.817881691097483,1.0,1.0,17,0
111.54798847196726,46,34,10.277170079941005,1.0,0.7183411124262937,21,0
234.21355544912137,37,32,11.256661579560996,0.5565612649591938,0.7387480997759304,11,0
733.1835300033389,54,26,9.816315680669698,0.8550979703070852,0.8945456527946883,24,0
165.2728612776263,51,47,7.723781568061912,0.7218972714627947,1.0,14,0
948.398411885288,66,30,14.99395655668322,0.8716447432626538,1.0,17,0
237.41827270295025,39,18,16.766228745720998,1.0,0.5133434762423399,25,0
1174.178625487182,47,31,22.14792876171764,1.0,1.0,25,0
803.1153649684802,58,57,10.988286858148797,1.0,1.0,14,0
842.7452913003115,58,52,12.88470301665495,0.9988608438803924,1.0,28,0
205.5330727816682,45,30,9.454865117226188,0.5259608560233351,0.5265018213022272,17,0
159.8664209243388,41,57,18.604465687561873,0.8857446342969436,0.9324832117854915,23,0
235.3624093491246,35,15,14.48188870189021,0.6229459660794717,0.9950961923443066,23,0
220.73840803159408,49,28,18.58898355866931,0.828621383225781,0.6471368067757554,25,0
683.2765046383963,63,30,10.703491153434527,0.8609299398838524,0.9941995435545019,21,0
216.7167783514904,46,28,9.369512031163023,0.764549754471085,0.8802437184971795,23,0
72.36295999098559,51,21,6.911302402937595,0.8975053063205523,0.9087999204032721,20,1
1024.6647317184775,70,36,18.792911095308867,1.0,0.9175894005175088,15,0
151.38819321210093,45,22,13.325250560104752,0.8293425423372034,0.34125909213032013,17,0
1111.963318133923,31,31,17.394634248527993,0.705611595674853,1.0,18,0
169.87132708572034,51,34,17.24908367321969,0.9870714955581261,0.7421160373804633,19,0
180.54932379545795,48,28,12.248911676674446,0.9588464772779085,0.02796060444371773,17,0
1077.081522209056,38,30,13.122460896267693,1.0,0.9508100670822945,28,0
875.1954535804814,58,47,12.47070072282933,0.9588619468733424,0.7595318572383638,20,0
236.4852020977221,49,34,4.520604053856759,0.7922997536746534,0.03515219351452892,23,0
174.97952399197413,39,19,8.277017583866716,0.5436565822130232,0.5208066098158393,19,0
159.33113852709755,46,36,10.674525135325744,0.4393630174085832,1.0,19,0
146.18615640403934,56,31,16.85087584461673,0.6108169725361813,0.5771864626609091,17,0
205.21895168711416,51,50,11.433500451252723,0.9208772861264538,0.0,16,0
692.2484562889251,62,32,9.688291317602078,0.8940213115534775,1.0,32,1
163.02927050912456,44,21,1.263050284758064,0.9357998277940061,1.0,20,0
127.51350531989435,55,16,19.786972748749655,0.8682340963541223,0.6416206735145668,16,0
224.8003148730926,53,35,13.013421958980295,0.6712654746061847,0.3983240518798345,21,0
866.6305577067479,71,29,7.297200077565422,1.0,0.5262620484921032,28,0
161.8350277902915,60,6,17.79032994085094,0.9204022730425604,0.76672311475793,25,0
275.5488010265243,57,40,8.441274286926053,0.7882444539058832,0.6710231395399601,13,0
837.5586858611831,39,59,18.909976595797936,1.0,1.0,14,0
283.05050705689797,47,42,7.1295230650584,0.59053600631287,0.191587418449101,23,0
289.90850869983177,42,32,18.672500552232446,0.6962963355289716,1.0,12,0
62.1865164305334,56,25,23.897595786388514,0.957821521961623,0.7784635282157861,22,0
5.243778262408995,45,25,9.011056823615787,0.6979511867603796,0.510250772593805,14,0
681.3935952935171,63,46,15.703922681030729,0.8564829972491877,0.27794653264582825,23,0
140.83897668605834,47,48,9.430154877814386,0.9110573087461356,0.7249675016208225,12,0
1020.9629283585541,52,41,19.584179163302764,1.0,1.0,26,0
158.58720152908825,42,20,7.570337126272513,1.0,0.5742533891716491,20,0
199.54394930518373,40,28,11.232562201191884,0.5884139004478536,0.9202036744546169,18,0
217.56075094341983,57,45,3.759834810091599,0.6212219058519431,0.8038575299635995,23,0
183.21126643424577,49,8,11.97717073411106,0.7182979120078233,0.31721536644912973,18,0
211.8077533828518,50,25,8.89396992031449,1.0,1.0,23,0
182.82664106791862,50,39,14.539963279243596,0.39093617460345176,0.267471656908419,23,0
203.888558552755,41,25,16.620409526257202,0.5738521069158763,0.2780029283909768,15,0
143.34974997495496,41,29,25.420500434470846,0.6299090014613109,0.7805657257599342,11,0
775.0342391228284,52,35,6.349268307877411,0.7502699585631057,1.0,29,0
1128.8002399258467,65,33,4.48075403601875,0.46191563143023584,0.9267661912463317,25,0
133.81444911009623,54,16,17.51063097040126,0.7362964646283431,0.9518616033082068,21,0
255.1548399898245,52,12,7.279856503080392,1.0,0.9114514378248586,24,0
822.005971116046,57,40,15.629598297763884,1.0,1.0,22,0
222.83974537905215,50,43,13.84774526421107,0.6732725651909325,0.3591841371645155,24,0
277.15985050166097,47,23,21.30177535684494,0.8715784710613955,0.7173577500306703,15,0
608.5474197691709,65,22,13.476808010265461,0.7670382677761715,0.9792498116714228,24,0
197.09903198000939,41,23,19.876695161835485,0.6038442271311618,0.7779231580650519,24,0
206.06980464483863,43,15,14.747414930035875,0.8112985279390355,0.4449777823589111,25,0
140.1631446500966,39,14,18.578631832763403,1.0,0.47227156160749373,16,0
256.83001950336995,64,8,8.587926535182927,0.9227236719587893,1.0,19,0
191.98979568629852,43,56,12.992810571865302,0.770149956560268,0.0,31,0
454.9919216829643,33,14,9.278527632536035,0.659381847367658,0.7887721988177605,5,1
282.73766266303255,48,28,7.528580279874942,0.8490719386796478,0.06377649045100908,22,0
131.88621123343978,46,41,10.508265737817249,0.9944008269025721,0.981793088835853,20,0
834.516428644651,59,16,13.011599583324301,0.7081297729560001,0.6816761375032155,23,0
265.1194240341112,46,-9,4.751260742189864,0.5961188127205347,0.39577816765652324,32,0
1182.0472341145712,51,33,6.750607665237661,0.8676483965323751,1.0,21,1
165.48839130985166,38,11,4.255145427193472,1.0,1.0,22,0
131.2607189487531,45,22,11.61816184605147,0.7993350694769908,0.6946599349458911,19,0
196.70648925809897,44,45,8.808290015997224,0.8645619677705821,0.3853322426466975,18,0
182.7878284029719,47,30,7.022075913314289,0.7760712181183647,0.5803593778930517,15,0
1017.5712492401851,64,26,11.520717660927982,0.9901341853513329,0.3243143517891742,23,0
1083.7246453499224,68,44,0.0,1.0,1.0,23,0
819.0094217039979,51,30,15.727227323509421,0.9395539325180053,0.8289759137499892,23,0
165.4227237712944,42,33,17.285953369144114,0.6469650396853696,0.551822091355683,13,0
835.8565188798057,46,54,24.124255180312932,0.6502524784963849,0.3425011349089564,20,0
255.7181938274864,51,20,7.808881289096313,0.7946496773154166,0.3897717528653579,18,0
957.4732742134663,65,54,17.041347445776697,0.851859286206293,0.8306695017011237,16,0
231.10159404594376,47,19,14.926599645077642,0.09032227359077882,0.7988656728396584,22,1
256.0481374201636,42,25,17.55027120257494,0.7991013353675273,0.6773701630240283,13,0
883.9633918971122,18,15,11.8885934669959,0.06530774939190709,0.7499162492367264,3,1
173.9648089301764,48,10,15.755541953372258,0.511072123297621,0.6708041339551474,16,0
141.21295459886053,48,33,3.8433643667919455,0.8660342729014312,0.6686966946432842,19,0
1132.6903939475512,48,11,26.1138639227135,0.9152843973008978,1.0,25,0
213.02901546385786,54,25,22.091188267160277,0.7206021808558429,1.0,17,0
373.6049669159575,43,32,11.995491785749882,0.6510795764765525,0.7187374647477224,18,1
226.3017245574112,51,24,8.29107434736283,0.6200461343891254,0.7688523364044544,21,0
212.89598152212395,48,26,5.006807869642289,0.7395454797245335,0.6996014136206232,18,0
184.55176334772872,49,18,12.515112942697868,0.8932603927761453,0.3159494868160169,19,0
224.66771491411012,53,19,13.95848717275201,0.7324820954683582,0.5099581921273095,16,1
258.82299306778066,47,32,15.46576252936319,0.28231000534663253,0.576076471230269,18,0
236.47660941932097,45,46,13.654490896835812,0.8249602861934012,0.5798602184940789,20,0
212.422032777827,36,35,8.727524383284003,0.8225972088105298,0.5161445915456147,20,0
287.15949536409875,57,39,8.941961539750679,0.6741705199417055,1.0,13,0
258.7580492553177,40,51,3.252733708147595,0.7051973221900011,0.6974699952966953,18,0
1046.8565661803805,53,41,0.0,0.9442296069687797,1.0,22,0
210.5170829898366,45,25,9.715143444523552,0.791434197349954,0.9543426014838725,16,0
575.8839490183816,71,29,19.226998828926277,0.8109792546155787,0.9176703677233726,23,0
780.7079120252166,47,15,1.7638631121773507,1.0,0.7295702247619084,6,0
925.0922996017255,57,51,8.061899044454474,0.7164871168167601,0.8827330682913022,23,0
268.10866693788546,54,27,15.069549426065095,0.8046282664064711,0.7156476746222894,14,0
289.36360400201374,49,22,13.713107230652641,0.7399012287997181,0.7260089640984204,21,0
852.71325319375,44,24,10.371439204743183,0.8952915638731034,0.7001558463628214,21,0
137.77275890487428,51,4,12.708963638177458,0.8560147068940983,0.8378302519651033,29,0
873.637729579405,72,49,8.477017166676223,1.0,1.0,23,0
771.9119384017855,72,47,15.054585722751531,1.0,1.0,26,0
772.218815700963,24,12,6.907636943113984,0.6850805701661338,0.38689153293267103,8,1
227.5512787393694,41,14,10.743921745526727,0.8117821817451089,0.9183397797184895,15,0
158.84000592132526,40,28,9.519584657035805,0.7582522788741934,0.4692947105781915,23,0
278.1937106843202,47,31,22.67853108851923,0.9427754538223149,0.8649710989707686,20,0
734.6500444961979,63,20,25.731677895035787,0.5562625701986821,0.8560207317213319,24,0
249.90975224289448,47,52,18.79381779823828,0.9794527643294965,0.3055323604018161,17,0
691.8717126054041,32,3,12.840896116036621,0.7203182277083984,0.6659945777983105,16,1
666.1915504716573,63,67,5.337765620882077,1.0,0.6068617438470418,30,0
725.5209931388115,25,9,11.847274891143327,1.0,0.7400593911169246,15,1
156.3367538889529,33,27,11.56080585916429,0.6688514190244077,0.7640515401799443,17,0
734.1660716243526,57,62,8.925303695459554,0.9668148929533411,0.6263854335222452,22,0
137.09603470745003,41,34,13.251594192726676,0.619566030901658,0.7120463980411146,27,0
817.7037216553658,54,66,18.704169564221203,1.0,0.6271080814483576,19,0
714.5711374356202,57,17,17.02158003853178,0.5926593329416849,1.0,14,0
929.33678258132,57,60,6.1406363934933035,0.7280783377202065,1.0,24,0
936.9393460497898,63,51,2.5078539302339884,0.9378127257703841,0.6590562712996536,30,0
197.15460177807205,51,39,14.558826186075674,0.6133655997685112,1.0,15,0
104.68722851244041,46,9,6.398973086840332,0.762603454756953,0.019017131902175355,26,0
196.71729587450253,57,42,9.437741819966403,0.9000373132478001,0.0,21,0
229.59483861220664,33,25,5.172502065370406,1.0,1.0,18,0
163.33642318407865,44,-10,20.106058110700378,0.6647914058759834,1.0,21,0
593.8999098179144,61,34,12.606307323433274,0.7585878227608054,0.9866645901637622,20,0
176.1881604094488,55,39,11.173531072032642,0.6903138437744983,0.913314049097292,27,0
900.3884693866285,42,58,8.079983269475896,0.8163042305420125,0.7527323849337079,25,0
1020.4591381594827,58,30,9.634657692216367,0.9778175643814859,1.0,28,1
833.1445285779209,42,56,12.91536961215783,0.8517253057188924,1.0,23,0
627.2581467899646,48,18,6.053619788645827,0.8038408284190085,0.8251449900261002,15,0
162.21852081575972,51,58,4.256904138748694,0.6538497109616598,0.8668450435147846,23,0
336.1876702761197,53,35,3.909482254851998,0.8112912077104166,0.8838644449164061,24,0
845.8445643520865,56,71,9.465353083969472,0.6232142856747043,1.0,27,0
107.50316554515788,49,52,14.752423684576286,0.8438004074853956,1.0,21,0
1160.5698111269367,65,35,13.103947723962953,0.7373238170280674,1.0,20,0
233.1243675701858,48,46,14.4278412350753,0.8108051755094121,0.16496715763175618,21,0
268.982598697766,45,3,9.677116847885049,0.6957120615949612,0.42284347660677557,13,0
1150.7108748462213,38,15,14.593791647459625,1.0,0.592144157286277,26,0
153.3439720199949,64,11,9.389216819837763,0.9480807334557884,1.0,14,0
334.02952660073186,42,24,19.069209735833248,0.9304245974403615,0.4794700547079635,26,0
118.01335556554069,48,39,16.701893255551575,0.5824793270536135,0.8053441020355415,15,0
232.70222313364198,48,59,6.218425528586137,0.6684984448936786,0.9917641456266393,17,0
1037.0667736190944,52,46,11.817024693220322,0.8052789892315606,0.9000175195102866,21,0
143.0763610386426,44,38,4.932240137885664,0.5235551072319959,1.0,21,0
1019.7528422766247,48,12,8.956681415077057,0.9759752688146539,1.0,30,0
1331.0599420775304,52,7,22.33268609985834,0.8922407047946304,1.0,26,0
1236.0234193615918,57,5,15.20913494353698,1.0,0.7389493337733262,20,0
271.4428556310171,52,60,7.778802214502064,0.4567055184740309,0.36646014494068563,27,0
99.07356331499348,47,39,21.411358156955693,0.7842374818720208,0.07922992558276443,19,0
247.70190530080646,49,43,13.391116986021053,0.5114581288980935,0.9981569648945854,19,0
732.492845820935,42,13,2.8580275699631787,1.0,0.5281057607459487,18,1
246.53592384533368,57,49,10.181245229496351,0.6189971835096822,1.0,20,0
113.84709723261989,33,-7,27.056873886817662,0.714849268310897,0.3295849661141492,22,0
1241.2435570582504,68,21,9.039698261300531,0.9859583818784284,0.8013357220790269,15,1
274.8602162696851,57,28,23.56176186637428,0.969698932679137,0.9975035982946783,23,0
